year,dest_province,inflow,outflow,net_migration,dest_population,partners,inflow_per_1000,outflow_per_1000,net_per_1000,outflow_yoy_pct,inflow_yoy_pct,net_yoy_change,outflow_per_1000_yoy_pct,net_per_1000_change
2018,SİVAS,45861,26271,19590,646608,80,70.92550664390171,40.62894365674412,30.296562987157596,-8.453845349688116,107.07545039960267,26140.0,-12.036786692411127,40.83895709243024
2019,SİVAS,23572,36430,-12858,638956,80,36.89142914379081,57.01488052385454,-20.123451380063727,38.670016367858096,-48.60120799808115,-32448.0,40.33069873917452,-50.42001436722133
2020,SİVAS,18490,23885,-5395,635889,80,29.077401873597438,37.56158700653731,-8.484185132939869,-34.43590447433434,-21.55947734600373,7463.0,-34.11967777285465,11.639266247123858
2021,SİVAS,25720,28285,-2565,636121,80,40.4325592143633,44.464810940057006,-4.032251725693697,18.421603516851583,39.10221741481883,2830.0,18.378413916105952,4.451933407246172
2022,SİVAS,24583,27668,-3085,634924,80,38.718019794495085,43.57686904259407,-4.858849248098985,-2.181368216369095,-4.420684292379473,-520.0,-1.9969541727276718,-0.8265975224052884
2023,SİVAS,48214,31783,16431,650401,80,74.12965232218276,48.866776035092194,25.26287628709058,14.872777215555866,96.12740511735754,19516.0,12.139254399685129,30.121725535189565
2024,SİVAS,21808,35421,-13613,637007,80,34.23510259698873,55.6053544152576,-21.370251818268873,11.446370701318308,-54.76832455303439,-30044.0,13.789692971204603,-46.633128105359454
2008,SİİRT,11870,12625,-755,299819,80,39.59055296695673,42.108738939159956,-2.5181859722032294,,,,,
2009,SİİRT,8475,11797,-3322,303622,80,27.912997081897885,38.85423322420641,-10.941236142308528,-6.558415841584154,-28.601516427969674,-2567.0,-7.728813061003226,-8.423050170105299
2010,SİİRT,8911,13973,-5062,300695,80,29.634679658790468,46.469013452169136,-16.834333793378672,18.445367466304987,5.14454277286136,-1740.0,19.59832840870135,-5.8930976510701445
2011,SİİRT,10274,14228,-3954,310468,80,33.091977273020085,45.827589316773384,-12.735612043753301,1.8249481142202928,15.295701941420713,1108.0,-1.3803265611738724,4.098721749625371
2012,SİİRT,8823,14628,-5805,310879,80,28.380816973806528,47.053676832465364,-18.672859858658835,2.8113578858588673,-14.123029005255983,-1851.0,2.675435330488174,-5.937247814905534
2013,SİİRT,10866,13339,-2473,314153,80,34.58824203493202,42.460202512788356,-7.871960477856332,-8.811867651080119,23.155389323359408,3332.0,-9.762200594933468,10.800899380802504
2014,SİİRT,10551,14366,-3815,318366,80,33.141101750815096,45.12416526890434,-11.983063518089244,7.6992278281730275,-2.898950855880733,-1342.0,6.274022728256279,-4.111103040232912
2015,SİİRT,10505,16166,-5661,320351,80,32.79215610377367,50.46339796036223,-17.671241856588555,12.529583739384664,-0.43597763245190047,-1846.0,11.832313483563151,-5.688178338499311
2016,SİİRT,10775,15068,-4293,322664,80,33.39387102372747,46.69873304738056,-13.304862023653088,-6.792032661140668,2.570204664445508,1368.0,-7.460189097727277,4.366379832935467
2017,SİİRT,12163,15406,-3243,324394,80,37.49452825884572,47.491630548037264,-9.99710228919154,2.243164321741431,12.881670533642687,1050.0,1.6978993838060452,3.3077597344615484
2018,SİİRT,15017,15726,-709,331670,80,45.276931890131756,47.41459884825278,-2.1376669581210237,2.0771128131896743,23.464605771602407,2534.0,-0.1622005791242942,7.859435331070516
2019,SİİRT,11016,17252,-6236,330280,80,33.35351822695894,52.23446772435509,-18.88094949739615,9.703675441943282,-26.643137777185856,-5527.0,10.165368880432757,-16.743282539275125
2020,SİİRT,9044,12958,-3914,331070,80,27.317485728093757,39.139758963361224,-11.822273235267467,-24.889867841409696,-17.901234567901238,2322.0,-25.06909581254959,7.058676262128682
2021,SİİRT,12670,16340,-3670,331980,80,38.164949695764804,49.21983252003133,-11.054882824266521,26.099706744868033,40.092879256965944,244.0,25.754051183876925,0.767390411000946
2022,SİİRT,12356,17607,-5251,331311,80,37.2942643015173,53.14342113603231,-15.849156834515002,7.753977968176251,-2.478295185477508,-1581.0,7.971560273806633,-4.794274010248481
2023,SİİRT,21120,16468,4652,347412,80,60.79237332043798,47.40193200004605,13.390441320391925,-6.4690180042028755,70.92910326966656,9903.0,-10.803762748524692,29.23959815490693
2024,SİİRT,10193,21815,-11622,336453,80,30.295464745447358,64.83817947826294,-34.54271473281558,32.46903084770465,-51.73768939393939,-16274.0,36.783832942083365,-47.93315605320751
2008,TEKİRDAĞ,47534,22373,25161,770772,80,61.67063671228327,29.02674201968935,32.64389469259392,,,,,
2009,TEKİRDAĞ,37655,29066,8589,783310,80,48.071644687288554,37.10663721898099,10.965007468307567,29.9155231752559,-20.78301847098919,-16572.0,27.836038897548022,-21.67888722428635
2010,TEKİRDAĞ,41307,29433,11874,798109,80,51.75608845408334,36.87842136850981,14.877667085573524,1.2626436386155682,9.698579205948743,3285.0,-0.6150270344477349,3.912659617265957
2011,TEKİRDAĞ,42265,28620,13645,829873,80,50.9294795709705,34.48720466866617,16.442274902304327,-2.762205687493624,2.319219502747716,1771.0,-6.484053848046434,1.5646078167308026
2012,TEKİRDAĞ,42155,28042,14113,852321,80,49.45906530520778,32.90074983486269,16.558315470345093,-2.019566736547873,-0.26026262865255223,468.0,-4.600125898997209,0.11604056804076635
2013,TEKİRDAĞ,45313,31681,13632,874475,80,51.817376139969696,36.22859429943681,15.58878184053289,12.976963126738461,7.491400782825286,-481.0,10.114798237965484,-0.9695336298122026
2014,TEKİRDAĞ,52994,31266,21728,906732,80,58.44505322410591,34.48207408583794,23.96297913826798,-1.3099333985669648,16.95098536843731,8096.0,-4.820833508370548,8.374197297735089
2015,TEKİRDAĞ,54482,33937,20545,937910,80,58.08872919576505,36.18364235374396,21.90508684202109,8.542826073050591,2.8078650413254413,-1183.0,4.934645937104087,-2.057892296246891
2016,TEKİRDAĞ,56536,32290,24246,972875,80,58.11229602980856,33.19028652190672,24.922009507901837,-4.8531101747355425,3.77005249440181,3701.0,-8.272676925592915,3.016922665880749
2017,TEKİRDAĞ,55391,34658,20733,1005463,80,55.09004309457434,34.46969207220952,20.62035102236482,7.333539795602362,-2.0252582425357324,-3513.0,3.8547589803370474,-4.301658485537018
2018,TEKİRDAĞ,53895,41010,12885,1029927,80,52.32895146937599,39.81835605824491,12.51059541113108,18.327658837786377,-2.7007997689155294,-7848.0,15.517005416905484,-8.109755611233739
2019,TEKİRDAĞ,48911,38109,10802,1055412,80,46.343039495476646,36.108173869541,10.234865625935653,-7.073884418434528,-9.247611095648944,-2083.0,-9.31776837616497,-2.275729785195427
2020,TEKİRDAĞ,50764,28468,22296,1081065,80,46.957398491302555,26.333291707714153,20.624106783588406,-25.29848592196069,3.7885138312445,11494.0,-27.071106384785725,10.389241157652753
2021,TEKİRDAĞ,60190,37516,22674,1113400,80,54.059637147476195,33.69498832405245,20.36464882342375,31.783054657861463,18.568276731542042,378.0,27.95585412583168,-0.2594579601646565
2022,TEKİRDAĞ,63354,37969,25385,1142451,80,55.45445712770176,33.23468577645781,22.21977135124395,1.2074848064825616,5.256687157335116,2711.0,-1.3660860872477754,1.8551225278201997
2023,TEKİRDAĞ,63230,45182,18048,1167059,80,54.1789232592354,38.71440946858728,15.464513790648116,18.997076562458858,-0.19572560532878924,-7337.0,16.487966003310596,-6.755257560595833
2024,TEKİRDAĞ,53439,37996,15443,1187162,80,45.01407558530344,32.00574142366417,13.00833416163927,-15.904563764330925,-15.484738257156415,-2605.0,-17.328607453941657,-2.4561796290088456
2008,TOKAT,29593,35892,-6299,617158,80,47.950443808554695,58.15690633516863,-10.206462526613931,,,,,
2009,TOKAT,32655,34213,-1558,624439,80,52.294939938088426,54.78997948558626,-2.495039547497834,-4.677922656859468,10.347041530091584,4741.0,-5.789384377116225,7.711422979116097
2010,TOKAT,25430,40995,-15565,617802,80,41.162055156830185,66.35621121330135,-25.194156056471165,19.822874346008824,-22.125248813351707,-14007.0,21.11012239155492,-22.699116508973333
2011,TOKAT,29576,36342,-6766,608299,80,48.62082627129092,59.743645805763286,-11.122819534472356,-11.350164654226125,16.30357845064885,8799.0,-9.965254625949093,14.07133652199881
2012,TOKAT,34725,31812,2913,613990,80,56.55629570514178,51.81191876089187,4.744376944249907,-12.464916625392108,17.409385988639436,9679.0,-13.27626886156028,15.867196478722263
2013,TOKAT,26987,47071,-20084,598708,80,45.075395685375845,78.6209638087348,-33.54556812335897,47.966176285678365,-22.283657307415407,-22997.0,51.743007572378595,-38.289945067608876
2014,TOKAT,35891,38737,-2846,597920,80,60.026424939791276,64.78625903130853,-4.75983409151726,-17.70516878757622,32.99366361581502,17238.0,-17.596712259954806,28.78573403184171
2015,TOKAT,34586,40805,-6219,593990,80,58.22656947086651,68.69644270105557,-10.46987323018906,5.33856519606577,-3.636009027332754,-3373.0,6.0355139009607095,-5.7100391386718
2016,TOKAT,36572,33380,3192,602662,80,60.68409821757469,55.38759702785309,5.296501189721601,-18.19629947310378,5.742207829757695,9411.0,-19.37341316364549,15.766374419910662
2017,TOKAT,34735,38746,-4011,602086,80,57.69109396332085,64.35293296970865,-6.661839006387791,16.07549430796884,-5.022968391118887,-7203.0,16.186540711176022,-11.958340196109393
2018,TOKAT,46391,41326,5065,612646,80,75.72235842558345,67.4549413527551,8.267417072828353,6.658751871160895,33.55693104937383,9076.0,4.820306145963205,14.929256079216145
2019,TOKAT,39530,39567,-37,612747,80,64.51275975239373,64.57314356496236,-0.060383812568645785,-4.256400329090648,-14.789506585329049,-5102.0,-4.272181889125659,-8.327800885396998
2020,TOKAT,24840,41746,-16906,597861,80,41.54811904439326,69.82559491252984,-28.277475868136573,5.507114514620759,-37.161649380217554,-16869.0,8.134111269158462,-28.217092055567928
2021,TOKAT,35555,31400,4155,602567,80,59.00588648233308,52.110387724518596,6.895498757814484,-24.783212762899442,43.13607085346216,21061.0,-25.37064984580939,35.172974625951056
2022,TOKAT,28325,35358,-7033,596454,80,47.488993283639644,59.28034684988281,-11.791353566243165,12.60509554140128,-20.3346927295739,-11188.0,13.75917439583867,-18.68685232405765
2023,TOKAT,45011,34546,10465,606934,80,74.16127618488994,56.91887421037543,17.242401974514525,-2.296509983596362,58.909090909090914,17498.0,-3.9835675143524374,29.03375554075769
2024,TOKAT,38697,32350,6347,612674,80,63.16083267773727,52.8013266435331,10.359506034204161,-6.356741735656801,-14.027682122147922,-4118.0,-7.234063610646324,-6.882895940310364
2008,TRABZON,25918,27027,-1109,748982,80,34.604302907145964,36.08497934529802,-1.4806764381520519,,,,,
2009,TRABZON,36868,26474,10394,765127,80,48.18546463528277,34.60079176398167,13.584672871301105,-2.0461020461020496,42.24863029554751,11503.0,-4.113034310243391,15.065349309453158
2010,TRABZON,29130,36546,-7416,763714,80,38.14255074543612,47.852992088661466,-9.710441343225344,38.04487421621214,-20.98839101659976,-17810.0,38.300280568940394,-23.29511421452645
2011,TRABZON,24858,38446,-13588,757353,80,32.82221104293506,50.763646542629395,-17.94143549969433,5.198927379193341,-14.665293511843458,-6172.0,6.082492080275981,-8.230994156468984
2012,TRABZON,21864,25478,-3614,757898,80,28.848209125766264,33.616660817154816,-4.7684516913885515,-33.73042709254539,-12.044412261646153,9974.0,-33.77808115316378,13.172983808305776
2013,TRABZON,25115,29988,-4873,758237,80,33.12288901754992,39.54963949266522,-6.4267504751153,17.70154643221602,14.869191364800582,-1259.0,17.648923275814376,-1.6582987837267487
2014,TRABZON,31847,29741,2106,766782,80,41.53331716185305,38.7867738157651,2.746543346087936,-0.8236627984527178,26.80469838741788,6979.0,-1.9288814934497633,9.173293821203236
2015,TRABZON,27314,32454,-5140,768417,80,35.545803905952106,42.23488027984805,-6.6890763738959444,9.12208735415756,-14.233679781455077,-7246.0,8.889902729371734,-9.43561971998388
2016,TRABZON,28680,26775,1905,779379,80,36.79852805887764,34.354274364590275,2.444253694287375,-17.498613422074317,5.0010983378487195,7045.0,-18.65899906200972,9.13333006818332
2017,TRABZON,29703,29192,511,786326,80,37.774409087325104,37.124551394714146,0.6498576926109527,9.027077497665736,3.5669456066945715,-1394.0,8.063849641310593,-1.7943960016764222
2018,TRABZON,46593,33344,13249,807903,80,57.67152739871,41.272281449629475,16.399245949080523,14.22307481501781,56.86294313705687,12738.0,11.172471852429954,15.74938825646957
2019,TRABZON,29603,37502,-7899,808974,80,36.593265049309366,46.357484912988554,-9.76421986367918,12.470009596928989,-36.46470499860494,-21148.0,12.321110645567979,-26.163465812759704
2020,TRABZON,23761,24506,-745,811901,80,29.265883402040398,30.18348296159261,-0.9175995595522114,-34.65415177857181,-19.734486369624705,7154.0,-34.88973136000369,8.846620304126969
2021,TRABZON,29914,29442,472,816684,80,36.62861033153582,36.05066341449079,0.577946917045026,20.14200603933731,25.89537477378898,1217.0,19.43838111845462,1.4955464765972373
2022,TRABZON,28168,30339,-2171,818023,80,34.43423962406926,37.088199231561944,-2.6539596074926988,3.0466680252700273,-5.836731964966235,-2643.0,2.8779936866685008,-3.2319065245377248
2023,TRABZON,41272,35644,5628,824352,80,50.06599122704864,43.238810605178365,6.827180621870269,17.48574442137183,46.52087475149105,7799.0,16.583742271267422,9.481140229362968
2024,TRABZON,26772,29887,-3115,822270,80,32.55864861906673,36.3469420020188,-3.7882933829520717,-16.151385927505334,-35.132777670091095,-8743.0,-15.939079976298377,-10.61547400482234
2008,TUNCELİ,6861,6068,793,86449,80,79.36471214241924,70.1916737035709,9.173038438848337,,,,,
2009,TUNCELİ,4100,6205,-2105,83061,80,49.3613127701328,74.70413310699365,-25.34282033686086,2.2577455504284805,-40.24194723801195,-2898.0,6.428767352776754,-34.5158587757092
2010,TUNCELİ,6400,6258,142,76699,80,83.4430696619252,81.59167655380124,1.8513931081239652,0.8541498791297286,56.09756097560976,2247.0,9.21976222780474,27.194213444984825
2011,TUNCELİ,6187,6419,-232,85062,80,72.73518139709859,75.4626037478545,-2.727422350755919,2.572706935123037,-3.328125000000004,-374.0,-7.511884869659768,-4.578815458879884
2012,TUNCELİ,5171,5404,-233,86276,80,59.93555565858408,62.63619082943113,-2.700635170847049,-15.812431842966191,-16.421529012445447,-1.0,-16.997045266660372,0.02678717990887014
2013,TUNCELİ,8458,5612,2846,85428,80,99.0073512197406,65.69274710867631,33.314604111064284,3.849000740192454,63.566041384645146,3079.0,4.879856579351549,36.015239281911335
2014,TUNCELİ,7286,6810,476,86527,80,84.20493025298461,78.70375720873253,5.501173044252083,21.347113328581614,-13.85670371246157,-2370.0,19.805854790228118,-27.8134310668122
2015,TUNCELİ,6996,8133,-1137,86076,80,81.27701101352292,94.48626794925414,-13.209256935731213,19.427312775330407,-3.9802360691737593,-1613.0,20.05305883766688,-18.710429979983296
2016,TUNCELİ,4822,7031,-2209,82193,80,58.66679644251944,85.54256445196063,-26.87576800944119,-13.549735644903482,-31.074899942824473,-1072.0,-9.465611978765976,-13.666511073709978
2017,TUNCELİ,6074,6725,-651,82498,80,73.62602729763145,81.51712768794394,-7.891100390312492,-4.3521547432797565,25.964330153463287,1558.0,-4.70577050127754,18.9846676191287
2018,TUNCELİ,11211,5884,5327,88198,80,127.11172588947595,66.71353091906845,60.398194970407495,-12.505576208178438,84.57359236088244,5978.0,-18.160105966374584,68.28929536071999
2019,TUNCELİ,6517,8179,-1662,84660,80,76.9785022442712,96.6099692889204,-19.631467044649185,39.00407885791979,-41.869592364641875,-6989.0,44.81315552930325,-80.02966201505669
2020,TUNCELİ,5791,6311,-520,83443,80,69.40066871996453,75.63246767254293,-6.231798952578407,-22.838977870155276,-11.140095135798678,1142.0,-21.713599301167818,13.399668092070778
2021,TUNCELİ,7054,6517,537,83645,80,84.33259609062108,77.91260685037958,6.419989240241497,3.2641419743305367,21.80970471421171,1057.0,3.0147623738904006,12.651788192819904
2022,TUNCELİ,8081,7578,503,84366,80,95.78503188488253,89.82291444420738,5.962117440675153,16.280497161270514,14.559115395520262,-34.0,15.28675278020144,-0.4578717995663437
2023,TUNCELİ,11806,7234,4572,89317,80,132.18088381831006,80.99242025594232,51.188463562367744,-4.539456320929003,46.09578022521965,4069.0,-9.831003862327403,45.22634612169259
2024,TUNCELİ,6739,8868,-2129,86612,80,77.80677042442156,102.38765990855771,-24.580889484136147,22.587779928117225,-42.91885481958326,-6701.0,26.41634807924591,-75.7693530465039
2008,UŞAK,8666,10222,-1556,334111,80,25.937487840867256,30.5946227451356,-4.657134904268342,,,,,
2009,UŞAK,8693,9644,-951,335860,80,25.882808312987553,28.714345262907162,-2.8315369499196095,-5.6544707493641155,0.3115624278790641,605.0,-6.145777635147964,1.8255979543487326
2010,UŞAK,8998,9562,-564,338019,80,26.619805395554685,28.288350654844844,-1.6685452592901582,-0.8502695976773111,3.508570113884746,387.0,-1.4835602350042554,1.1629916906294513
2011,UŞAK,8653,10138,-1485,339731,80,25.47015138447772,29.841256759024052,-4.371105374546333,6.023844384020083,-3.8341853745276766,-921.0,5.489560431170792,-2.7025601152561745
2012,UŞAK,10351,9435,916,342269,80,30.242294803210342,27.566037239714962,2.6762575634953794,-6.934306569343063,19.62325205131168,2401.0,-7.624409178480929,7.0473629380417115
2013,UŞAK,10655,10493,162,346508,80,30.74965080171309,30.28212912833181,0.46752167338127837,11.213566507684147,2.9369143077963455,-754.0,9.853037144939059,-2.208735890114101
2014,UŞAK,10190,10895,-705,349459,80,29.159357750122332,31.176761794659743,-2.0174040445374137,3.8311255122462695,-4.364148287189118,-867.0,2.9543255117121747,-2.484925717918692
2015,UŞAK,11044,11001,43,353048,80,31.281865355419097,31.16006888581723,0.12179646960186717,0.9729233593391395,8.38076545632973,748.0,-0.05354279239281334,2.1392005141392807
2016,UŞAK,11737,10701,1036,358736,80,32.71765309308238,29.82973551581107,2.8879175772713084,-2.727024815925827,6.274900398406369,993.0,-4.269353109843966,2.7661211076694414
2017,UŞAK,13909,10420,3489,364971,80,38.109877223121835,28.550213578613096,9.55966364450874,-2.6259228109522526,18.505580642412877,2453.0,-4.289417640058424,6.671746067237432
2018,UŞAK,13691,13011,680,367514,80,37.25300260670342,35.40273295711184,1.8502696495915802,24.86564299424183,-1.567330505428144,-2809.0,24.001639636181025,-7.70939399491716
2019,UŞAK,13117,12363,754,370509,80,35.402648788558444,33.36761050338858,2.035038285169861,-4.980401198985474,-4.192535242129869,74.0,-5.748489689168002,0.18476863557828094
2020,UŞAK,8756,10428,-1672,369433,80,23.701185329951578,28.227039815067958,-4.5258544851163816,-15.651540888133953,-33.246931462986964,-2426.0,-15.405869976211173,-6.560892770286243
2021,UŞAK,13705,12231,1474,373183,80,36.724609641918306,32.774804854454786,3.9498047874635236,17.28998849252015,56.52124257651896,3146.0,16.11137784614303,8.475659272579906
2022,UŞAK,13255,12313,942,375454,80,35.30392538100539,32.794962898251185,2.508962482754212,0.6704276019949384,-3.283473184968988,-532.0,0.06150469510319834,-1.4408423047093115
2023,UŞAK,14575,13122,1453,377001,80,38.66037490616736,34.80627372341188,3.8541011827554836,6.570291561763986,9.958506224066399,511.0,6.132987042555693,1.3451387000012716
2024,UŞAK,11053,11886,-833,375310,80,29.450321067917187,31.669819615784288,-2.2194985478670968,-9.419295839048925,-24.164665523156092,-2286.0,-9.011174630618113,-6.073599730622581
2008,VAN,21187,30275,-9088,1004369,80,21.09483665863841,30.143303905238017,-9.048467246599607,,,,,
2009,VAN,22866,27175,-4309,1022310,80,22.36699239956569,26.581956549383257,-4.21496414981757,-10.239471511147812,7.924670788691168,4779.0,-11.814721329322841,4.833503096782037
2010,VAN,23231,31312,-8081,1035418,80,22.436349377739234,30.24092685273001,-7.804577474990777,15.223551057957675,1.5962564506253774,-3772.0,13.764864510816622,-3.5896133251732065
2011,VAN,23415,72273,-48858,1022532,80,22.899038856485664,70.68042858316414,-47.78138972667848,130.81566172713335,0.7920451121346428,-40777.0,133.72441237456135,-39.976812251687704
2012,VAN,50003,46639,3364,1051975,80,47.53249839587443,44.334703771477464,3.1977946243969675,-35.46829383033775,113.5511424300662,52222.0,-37.27442707946758,50.97918435107545
2013,VAN,32118,38507,-6389,1070113,80,30.013652763773546,35.98405028254025,-5.97039751876671,-17.436051373314175,-35.76785392876427,-9753.0,-18.835478256447868,-9.168192143163678
2014,VAN,27587,44435,-16848,1085542,80,25.413111606920783,40.93346917945137,-15.520357572530589,15.39460357857012,-14.107354131639582,-10459.0,13.75447971545498,-9.54996005376388
2015,VAN,30492,48061,-17569,1096397,80,27.811093974171765,43.835399038851804,-16.02430506468004,8.16023404973556,10.530322253235225,-721.0,7.089381666328931,-0.5039474921494502
2016,VAN,28902,49035,-20133,1100190,80,26.270007907725027,44.56957434624929,-18.299566438524256,2.0265912070077663,-5.214482487209759,-2564.0,1.6748457262742766,-2.2752613738442165
2017,VAN,31971,48269,-16298,1106891,80,28.883602811839648,43.6077265060426,-14.724123694202952,-1.5621494850616924,10.618642308490767,3835.0,-2.1580817279840847,3.575442744321304
2018,VAN,34691,44954,-10263,1123784,80,30.86981128045959,40.00234920589722,-9.13253792543763,-6.867761917586856,8.507710112289256,6035.0,-8.26774883493593,5.591585768765322
2019,VAN,34372,39575,-5203,1136757,80,30.236893197050907,34.81394880348219,-4.577055606431277,-11.965564799572892,-0.9195468565333931,5060.0,-12.970239261973504,4.5554823190063525
2020,VAN,26621,38114,-11493,1149342,80,23.16194831477489,33.16158288829608,-9.999634573521197,-3.691724573594446,-22.550331665308974,-6290.0,-4.746275478582984,-5.42257896708992
2021,VAN,30318,58185,-27867,1141015,80,26.5710792583796,50.99407106830322,-24.42299180992362,52.66043973343129,13.887532399233681,-16374.0,53.77453856794292,-14.423357236402422
2022,VAN,33903,62422,-28519,1128749,80,30.03590700855549,55.30193160746987,-25.266024598914374,7.28194551860446,11.824658618642392,-652.0,8.447767453978239,-0.8430327889907545
2023,VAN,39585,56547,-16962,1127612,80,35.10516028563016,50.14756848987063,-15.042408204240465,-9.411745858831821,16.759578798336427,11557.0,-9.320403406854993,10.22361639467391
2024,VAN,31418,54023,-22605,1118087,80,28.09978114404335,48.31734918660176,-20.217568042558405,-4.463543600898367,-20.631552355690285,-5643.0,-3.649667089319708,-5.17515983831794
2008,YALOVA,16656,6542,10114,197412,80,84.37177071302656,33.138816282698116,51.23295443032845,,,,,
2009,YALOVA,12269,10233,2036,202531,80,60.57838059358814,50.52559855034538,10.052782043242763,56.420055029043105,-26.338856868395776,-8078.0,52.466515760024166,-41.18017238708568
2010,YALOVA,10455,10984,-529,203741,80,51.315150117060384,53.911583824561575,-2.5964337075011903,7.339001270399681,-14.785231070176863,-2565.0,6.701524319088059,-12.649215750743952
2011,YALOVA,10267,9782,485,206535,80,49.710702786452664,47.36243251749099,2.3482702689616772,-10.943190094683175,-1.7981826877092266,1014.0,-12.147948256134999,4.9447039764628675
2012,YALOVA,11353,9199,2154,211799,80,53.602708228084175,43.43268853960595,10.170019688478227,-5.9599263954201565,10.57757865004383,1669.0,-8.297175142838753,7.82174941951655
2013,YALOVA,14670,9808,4862,220122,80,66.64486057731621,44.55710923942178,22.087751337894442,6.62028481356669,29.21694706245046,2708.0,2.5888811805662826,11.917731649416215
2014,YALOVA,14680,11064,3616,226514,80,64.80835621639281,48.844663023036105,15.963693193356702,12.805872756933123,0.06816632583503957,-1246.0,9.622603119461193,-6.12405814453774
2015,YALOVA,13834,11497,2337,233009,80,59.37109725375415,49.34144174688531,10.029655506868833,3.9135936370209734,-5.762942779291558,-1279.0,1.017058350090183,-5.934037686487869
2016,YALOVA,12825,10493,2332,241665,80,53.06933151263112,43.419609790412345,9.649721722218775,-8.732712881621296,-7.293624403643195,-5.0,-12.00174082235199,-0.3799337846500581
2017,YALOVA,15754,10719,5035,251203,80,62.714219177318746,42.67066874201343,20.04355043530531,2.1538168302678073,22.8382066276803,2703.0,-1.7248912461767185,10.393828713086535
2018,YALOVA,16232,12905,3327,262234,80,61.89891470976304,49.21177269156555,12.687142018197488,20.393693441552372,3.0341500571283486,-1708.0,15.329274516646517,-7.356408417107822
2019,YALOVA,14531,12824,1707,270976,80,53.62467524799244,47.32522437411431,6.299450873878129,-0.6276636962417648,-10.479300147856085,-1620.0,-3.833530503514204,-6.3876911443193585
2020,YALOVA,14661,10281,4380,276050,80,53.10994385075168,37.24325303387067,15.866690816881,-19.830006238303177,0.8946390475535138,2673.0,-21.30358909773753,9.567239943002871
2021,YALOVA,16965,11564,5401,291001,80,58.298768732753494,39.738695056030735,18.560073676722762,12.479330804396449,15.715162676488648,1021.0,6.700386832188365,2.693382859841762
2022,YALOVA,18466,12007,6459,296333,80,62.31503072556887,40.51860575771176,21.796424967857106,3.8308543756485625,8.847627468317132,1058.0,1.9625976660314848,3.236351291134344
2023,YALOVA,22979,12563,10416,304780,80,75.39536715007547,41.21989631865608,34.17547083141938,4.630632131256762,24.439510451640857,3957.0,1.7307865061740202,12.379045863562276
2024,YALOVA,17812,13049,4763,307882,80,57.85333341994661,42.383120806023086,15.470212613923517,3.8685027461593524,-22.485747856738758,-5653.0,2.8219976061427676,-18.705258217495867
2008,YOZGAT,15352,30117,-14765,484206,80,31.70551376893306,62.19873359685754,-30.493219827924477,,,,,
2009,YOZGAT,17705,25546,-7841,487365,80,36.328008781919095,52.41656663896669,-16.088557857047594,-15.177474516054057,15.326993225638352,6924.0,-15.727276734111939,14.404661970876884
2010,YOZGAT,16181,29618,-13437,476096,80,33.98684298964914,62.210142492270464,-28.22329950262132,15.9398731699679,-8.607737927139226,-5596.0,18.684123133740684,-12.134741645573726
2011,YOZGAT,15251,26921,-11670,465696,80,32.748831855974714,57.80809798666942,-25.059266130694702,-9.105949085015874,-5.747481614238925,1767.0,-7.076088125257063,3.1640333719266174
2012,YOZGAT,14646,24525,-9879,453211,80,32.31607352866546,54.11386749218355,-21.7977939635181,-8.900115151740273,-3.966952986689398,1791.0,-6.390506906727422,3.2614721671766027
2013,YOZGAT,16688,26572,-9884,444211,80,37.56773245147013,59.81841962490798,-22.25068717343785,8.346585117227324,13.942373344257808,-5.0,10.541756479609266,-0.45289320991975046
2014,YOZGAT,16200,27722,-11522,432560,80,37.451451821712595,64.08821897540226,-26.63676715368966,4.327863916905006,-2.9242569511025884,-1638.0,7.137934063233531,-4.386079980251811
2015,YOZGAT,14933,26804,-11871,419440,80,35.602231546824335,63.90425329010109,-28.30202174327675,-3.3114493903758757,-7.820987654320987,-349.0,-0.28705070642043307,-1.6652545895870894
2016,YOZGAT,17736,21825,-4089,421041,80,42.12416368002166,51.83580696416738,-9.711643284145724,-18.57558573347262,18.77050827027389,7782.0,-18.885200443775684,18.590378459131024
2017,YOZGAT,19074,23498,-4424,418650,80,45.56073092081691,56.12803057446555,-10.567299653648632,7.665521191294378,7.543978349120439,-335.0,8.280422089821538,-0.855656369502908
2018,YOZGAT,25715,22524,3191,424981,80,60.50858744273273,53.0000164713246,7.508570971408133,-4.145033619882543,34.81702841564434,7615.0,-5.572998145714347,18.075870625056766
2019,YOZGAT,18009,25253,-7244,421200,80,42.756410256410255,59.95489078822412,-17.198480531813868,12.115965192683365,-29.966945362628817,-10435.0,13.122400293332781,-24.707051503222
2020,YOZGAT,14109,17604,-3495,419095,80,33.6653980601057,42.00479604862859,-8.339397988522888,-30.289470557953514,-21.65583874729302,3749.0,-29.93933356162688,8.85908254329098
2021,YOZGAT,18320,22928,-4608,418500,80,43.775388291517324,54.78614097968937,-11.010752688172042,30.243126562144962,29.846197462612523,-1113.0,30.428298988201075,-2.6713546996491537
2022,YOZGAT,19580,22042,-2462,418442,80,46.7926259792277,52.67635657988443,-5.883730600656722,-3.864270760642008,6.877729257641918,2146.0,-3.8509454436425727,5.1270220875153205
2023,YOZGAT,29124,22387,6737,420699,80,69.22764256630037,53.21381795535525,16.013824610945118,1.565193721077951,48.74361593462717,9199.0,1.0203085603609718,21.89755521160184
